"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GGNLEND","TOT","PC_GDP","A","2007",4.14270408682563,
"NZL","GGNLEND","TOT","PC_GDP","A","2008",0.312841198272494,
"NZL","GGNLEND","TOT","PC_GDP","A","2009",-2.96056220600496,
"NZL","GGNLEND","TOT","PC_GDP","A","2010",-7.05266988620157,
"NZL","GGNLEND","TOT","PC_GDP","A","2011",-4.26770097406408,
"NZL","GGNLEND","TOT","PC_GDP","A","2012",-2.34822910583984,
"NZL","GGNLEND","TOT","PC_GDP","A","2013",-0.724414928348053,
"NZL","GGNLEND","TOT","PC_GDP","A","2014",0.245720525816953,
"NZL","GGNLEND","TOT","PC_GDP","A","2015",0.036954648703689,
"NZL","GGNLEND","TOT","PC_GDP","A","2016",1.05486026888241,
"NZL","GGNLEND","TOT","PC_GDP","A","2017",1.52332498865215,
"NZL","GGNLEND","TOT","PC_GDP","A","2018",0.761940671243475,
"NZL","GGNLEND","TOT","PC_GDP","A","2019",-0.711896582059284,
"NZL","GGNLEND","TOT","PC_GDP","A","2020",-7.32541268648051,
"BRA","GGNLEND","TOT","PC_GDP","A","2000",-4.85425593797439,
"BRA","GGNLEND","TOT","PC_GDP","A","2001",-6.5223365108252,
"BRA","GGNLEND","TOT","PC_GDP","A","2002",-6.14244913982525,
"BRA","GGNLEND","TOT","PC_GDP","A","2003",-4.75106845764603,
"BRA","GGNLEND","TOT","PC_GDP","A","2004",-2.96232736296647,
"BRA","GGNLEND","TOT","PC_GDP","A","2005",-2.78169311458485,
"BRA","GGNLEND","TOT","PC_GDP","A","2006",-4.50231402468229,
"BRA","GGNLEND","TOT","PC_GDP","A","2007",-4.66609300595095,
"BRA","GGNLEND","TOT","PC_GDP","A","2008",-2.74030211725691,
"BRA","GGNLEND","TOT","PC_GDP","A","2009",-4.47642485066388,
"BRA","GGNLEND","TOT","PC_GDP","A","2010",-2.95999816770964,
"BRA","GGNLEND","TOT","PC_GDP","A","2011",-2.53894655448268,
"BRA","GGNLEND","TOT","PC_GDP","A","2012",-2.317914080868,
"BRA","GGNLEND","TOT","PC_GDP","A","2013",-3.30893861695669,
"BRA","GGNLEND","TOT","PC_GDP","A","2014",-5.87713725998464,
"BRA","GGNLEND","TOT","PC_GDP","A","2015",-7.75095913180372,
"BRA","GGNLEND","TOT","PC_GDP","A","2016",-7.15204245175878,
"BRA","GGNLEND","TOT","PC_GDP","A","2017",-7.06355604505003,
"BRA","GGNLEND","TOT","PC_GDP","A","2018",-6.12840318320262,
"BRA","GGNLEND","TOT","PC_GDP","A","2019",-5.00153536322471,
"LVA","GGNLEND","TOT","PC_GDP","A","1995",-1.42781937050311,
"LVA","GGNLEND","TOT","PC_GDP","A","1996",-0.420528362171242,
"LVA","GGNLEND","TOT","PC_GDP","A","1997",1.41308795578341,
"LVA","GGNLEND","TOT","PC_GDP","A","1998",0.028763079511626,
"LVA","GGNLEND","TOT","PC_GDP","A","1999",-3.7322450926501,
"LVA","GGNLEND","TOT","PC_GDP","A","2000",-2.72359718074861,
"LVA","GGNLEND","TOT","PC_GDP","A","2001",-1.94539742981063,
"LVA","GGNLEND","TOT","PC_GDP","A","2002",-2.31967086844314,
"LVA","GGNLEND","TOT","PC_GDP","A","2003",-1.56491056586786,
"LVA","GGNLEND","TOT","PC_GDP","A","2004",-1.18539500355195,
"LVA","GGNLEND","TOT","PC_GDP","A","2005",-0.47949536973331,
"LVA","GGNLEND","TOT","PC_GDP","A","2006",-0.529535530246868,
"LVA","GGNLEND","TOT","PC_GDP","A","2007",-0.559597065447442,
"LVA","GGNLEND","TOT","PC_GDP","A","2008",-4.2525435005487,
"LVA","GGNLEND","TOT","PC_GDP","A","2009",-9.54483808638396,
"LVA","GGNLEND","TOT","PC_GDP","A","2010",-8.61522403275545,
"LVA","GGNLEND","TOT","PC_GDP","A","2011",-4.28646457368608,
"LVA","GGNLEND","TOT","PC_GDP","A","2012",-1.41061659229386,
"LVA","GGNLEND","TOT","PC_GDP","A","2013",-1.22066850381621,
"LVA","GGNLEND","TOT","PC_GDP","A","2014",-1.58339598376385,
"LVA","GGNLEND","TOT","PC_GDP","A","2015",-1.42511071284593,
"LVA","GGNLEND","TOT","PC_GDP","A","2016",0.021796261007112,
"LVA","GGNLEND","TOT","PC_GDP","A","2017",-0.77088890472518,
"LVA","GGNLEND","TOT","PC_GDP","A","2018",-0.841303887594364,
"LVA","GGNLEND","TOT","PC_GDP","A","2019",-0.567816554466176,
"LVA","GGNLEND","TOT","PC_GDP","A","2020",-4.47200403465195,
"LVA","GGNLEND","TOT","PC_GDP","A","2021",-7.34982205290431,
"COL","GGNLEND","TOT","PC_GDP","A","2005",-2.52013563815622,
"COL","GGNLEND","TOT","PC_GDP","A","2006",-1.55737361243593,
"COL","GGNLEND","TOT","PC_GDP","A","2007",-1.71432838746715,
"COL","GGNLEND","TOT","PC_GDP","A","2008",-0.455772063606643,
"COL","GGNLEND","TOT","PC_GDP","A","2009",-0.721329255503674,
"COL","GGNLEND","TOT","PC_GDP","A","2010",-0.80671249494541,
"COL","GGNLEND","TOT","PC_GDP","A","2011",-0.477849772948663,
"COL","GGNLEND","TOT","PC_GDP","A","2012",-0.400896014595496,
"COL","GGNLEND","TOT","PC_GDP","A","2013",-1.5271120148216,
"COL","GGNLEND","TOT","PC_GDP","A","2014",-3.11507491778116,
"COL","GGNLEND","TOT","PC_GDP","A","2015",-3.14716686632898,
"COL","GGNLEND","TOT","PC_GDP","A","2016",-4.86627412935208,
"COL","GGNLEND","TOT","PC_GDP","A","2017",-4.84143443954236,
"COL","GGNLEND","TOT","PC_GDP","A","2018",-5.14896369778627,
"COL","GGNLEND","TOT","PC_GDP","A","2019",-4.22104997037926,
"CRI","GGNLEND","TOT","PC_GDP","A","2000",-1.40798938017661,
"CRI","GGNLEND","TOT","PC_GDP","A","2001",-1.39090512603455,
"CRI","GGNLEND","TOT","PC_GDP","A","2002",-1.94940792544622,
"CRI","GGNLEND","TOT","PC_GDP","A","2003",-1.12983126290158,
"CRI","GGNLEND","TOT","PC_GDP","A","2004",-1.29021658979226,
"CRI","GGNLEND","TOT","PC_GDP","A","2005",-2.1933376056168,
"CRI","GGNLEND","TOT","PC_GDP","A","2006",0.123959212450848,
"CRI","GGNLEND","TOT","PC_GDP","A","2007",0.945898405316497,
"CRI","GGNLEND","TOT","PC_GDP","A","2008",-2.06878760832901,
"CRI","GGNLEND","TOT","PC_GDP","A","2009",-3.26161523393411,
"CRI","GGNLEND","TOT","PC_GDP","A","2010",-6.41055328223821,
"CRI","GGNLEND","TOT","PC_GDP","A","2011",-5.0596151757882,
"CRI","GGNLEND","TOT","PC_GDP","A","2012",-1.73125455900367,
"CRI","GGNLEND","TOT","PC_GDP","A","2013",-2.61425101457477,
"CRI","GGNLEND","TOT","PC_GDP","A","2014",-1.41025195430844,
"CRI","GGNLEND","TOT","PC_GDP","A","2015",-2.43673640155548,
"CRI","GGNLEND","TOT","PC_GDP","A","2016",-2.30222661812302,
"CRI","GGNLEND","TOT","PC_GDP","A","2017",-3.29890149285689,
"CRI","GGNLEND","TOT","PC_GDP","A","2018",-2.74295086964112,
"CRI","GGNLEND","TOT","PC_GDP","A","2019",-2.70815464055633,
"CRI","GGNLEND","TOT","PC_GDP","A","2020",-4.55467137864743,"E"
"LTU","GGNLEND","TOT","PC_GDP","A","1995",-1.54762292321091,
"LTU","GGNLEND","TOT","PC_GDP","A","1996",-3.25049063355724,
"LTU","GGNLEND","TOT","PC_GDP","A","1997",-11.7553225204174,
"LTU","GGNLEND","TOT","PC_GDP","A","1998",-3.03263595707099,
"LTU","GGNLEND","TOT","PC_GDP","A","1999",-2.82221576184928,
"LTU","GGNLEND","TOT","PC_GDP","A","2000",-3.18871630646658,
"LTU","GGNLEND","TOT","PC_GDP","A","2001",-3.53113844521234,
"LTU","GGNLEND","TOT","PC_GDP","A","2002",-1.85741515824169,
"LTU","GGNLEND","TOT","PC_GDP","A","2003",-1.26564592750841,
"LTU","GGNLEND","TOT","PC_GDP","A","2004",-1.39360382720128,
"LTU","GGNLEND","TOT","PC_GDP","A","2005",-0.343423572044364,
"LTU","GGNLEND","TOT","PC_GDP","A","2006",-0.272395159724947,
"LTU","GGNLEND","TOT","PC_GDP","A","2007",-0.81616701321044,
"LTU","GGNLEND","TOT","PC_GDP","A","2008",-3.08646034074654,
"LTU","GGNLEND","TOT","PC_GDP","A","2009",-9.11844695083556,
"LTU","GGNLEND","TOT","PC_GDP","A","2010",-6.90044766407554,
"LTU","GGNLEND","TOT","PC_GDP","A","2011",-8.94713713367361,
"LTU","GGNLEND","TOT","PC_GDP","A","2012",-3.17098126420098,
"LTU","GGNLEND","TOT","PC_GDP","A","2013",-2.62640429529394,
"LTU","GGNLEND","TOT","PC_GDP","A","2014",-0.601482000919442,
"LTU","GGNLEND","TOT","PC_GDP","A","2015",-0.299338358023994,
"LTU","GGNLEND","TOT","PC_GDP","A","2016",0.251556560117952,
"LTU","GGNLEND","TOT","PC_GDP","A","2017",0.41725508494993,
"LTU","GGNLEND","TOT","PC_GDP","A","2018",0.537187868897497,
"LTU","GGNLEND","TOT","PC_GDP","A","2019",0.473599291219733,
"LTU","GGNLEND","TOT","PC_GDP","A","2020",-7.28150320698998,
"LTU","GGNLEND","TOT","PC_GDP","A","2021",-1.00138812452517,
"IDN","GGNLEND","TOT","PC_GDP","A","2010",-0.339626135746115,
"IDN","GGNLEND","TOT","PC_GDP","A","2011",-1.03515878875231,
"IDN","GGNLEND","TOT","PC_GDP","A","2012",-1.34336536263517,
"IDN","GGNLEND","TOT","PC_GDP","A","2013",-2.07406422327615,
"IDN","GGNLEND","TOT","PC_GDP","A","2014",-1.8583922108027,
"IDN","GGNLEND","TOT","PC_GDP","A","2015",-2.55379820370968,
"IDN","GGNLEND","TOT","PC_GDP","A","2016",-2.3758397871716,
"IDN","GGNLEND","TOT","PC_GDP","A","2017",-1.9565373086426,
"IDN","GGNLEND","TOT","PC_GDP","A","2018",-1.23541461292308,
"IDN","GGNLEND","TOT","PC_GDP","A","2019",-2.12618902656466,
